"ID","Category","Nr","VerticalHorizontal","Women_Valence","Women_Arousal","Men_Valence","Men_Arousal","Width","Height","Luminance","Contrast","JPEG_size80","LABL","LABA","LABB","Entropy","Description","Type"
"Male_015_v.jpg","Male",15,"v",6.6,4.1,4.8,2.7,1200,1600,48.8844,76.4888,167601,20.0917,1.4845,8.8924,3.8868,NA,"Erotic"
"Male_016_v.jpg","Male",16,"v",5.85,5.45,3.5,3.6,1200,1600,119.1188,45.7527,216444,50.2338,12.4281,14.1233,7.4858,NA,"Erotic"
"Male_017_v.jpg","Male",17,"v",4.45,4.7,3.8,4,1200,1600,74.3417,56.3546,276400,31.538,5.2385,7.6499,7.2051,NA,"Erotic"
"Male_018_v.jpg","Male",18,"v",5.25,3.9,4.45,3.2,1200,1600,138.1733,71.0229,175978,57.09,7.6306,11.6477,7.2597,NA,"Erotic"
"Male_019_h.jpg","Male",19,"h",5.65,3.75,3.5,3.1,1600,1200,43.1615,33.4787,150728,19.1464,14.2369,16.1964,6.5824,NA,"Erotic"
"Male_020_v.jpg","Male",20,"v",6.25,4.8,3.95,3.25,1200,1600,190.5202,61.7412,157062,76.8132,4.0439,6.6188,7.1453,NA,"Erotic"
"Male_021_h.jpg","Male",21,"h",5.4,4.15,3.75,3.6,1600,1200,138.3122,37.3776,326961,57.763,2.6508,1.566,7.1043,NA,"Erotic"
"Male_022_v.jpg","Male",22,"v",4.35,5.45,3.1,5.15,1200,1600,103.1871,52.5585,257785,43.1253,2.6258,12.346,7.6091,NA,"Erotic"
"Male_023_v.jpg","Male",23,"v",6.6,5.15,5.05,3,1200,1600,120.5579,59.4542,201176,51.0533,12.5798,16.3443,7.7168,NA,"Erotic"
"Male_024_h.jpg","Male",24,"h",6.6,5.15,4.5,2.6,1600,1200,83.0978,44.1672,201056,35.3457,11.8279,13.8626,7.3268,NA,"Erotic"
"Male_025_v.jpg","Male",25,"v",4.5,3.65,3.45,3.55,1200,1600,69.5268,60.357,267633,29.0652,2.7805,-0.966,6.8769,NA,"Erotic"
"Female_001_h.jpg","Female",1,"h",5.4,3.35,6.9,5.3,1600,1200,134.0912,49.2428,249227,58.36,27.1818,10.7039,7.2143,NA,"Erotic"
"Female_002_h.jpg","Female",2,"h",5.8,4.45,7.4,5.85,1600,1200,78.1128,57.3367,428384,32.6608,0.1224,13.5464,7.5265,NA,"Erotic"
"Female_003_v.jpg","Female",3,"v",5.4,4.85,7,5.1,1200,1600,175.388,54.6216,118707,71.1543,7.0815,2.7069,7.4449,NA,"Erotic"
"Female_004_v.jpg","Female",4,"v",5.85,3.6,7.25,5.8,1200,1600,164.0815,74.0566,218444,66.2497,2.2245,-3.4638,6.894,NA,"Erotic"
"Female_005_v.jpg","Female",5,"v",4.55,4.65,6.25,5.6,1200,1600,108.0089,70.3649,270082,44.8525,11.7249,10.9722,7.6863,NA,"Erotic"
"Female_006_v.jpg","Female",6,"v",5.1,3.25,7.1,5.7,1200,1600,154.6352,63.865,186016,63.1318,2.4502,14.6292,7.7492,NA,"Erotic"
"Female_007_v.jpg","Female",7,"v",6.45,3.8,6.5,4.75,1200,1600,100.6909,63.1534,138365,41.4323,-1.8072,2.4653,7.4045,NA,"Erotic"
"Female_008_v.jpg","Female",8,"v",5.45,3.75,6.4,4.7,1200,1600,129.3198,72.8334,155798,52.8173,1.2756,4.492,7.4938,NA,"Erotic"
"Female_009_h.jpg","Female",9,"h",5.1,4.7,6.9,5.55,1600,1200,101.9035,73.5278,176869,43.0143,11.341,22.514,6.6181,NA,"Erotic"
"Female_010_h.jpg","Female",10,"h",5.65,4,6.8,4.9,1600,1200,46.4594,59.1991,175241,19.4425,9.5547,5.4788,6.5932,NA,"Erotic"
"Female_011_h.jpg","Female",11,"h",6.05,3.45,7.6,5.85,1600,1200,144.0886,56.5583,142606,59.689,7.0771,8.9211,7.4167,NA,"Erotic"
"Female_012_v.jpg","Female",12,"v",5.7,4.15,7.05,5.15,1200,1600,140.7359,65.0532,207243,57.6698,4.5309,8.2501,7.8207,NA,"Erotic"
"Female_013_h.jpg","Female",13,"h",5.25,4.5,6.85,5.5,1600,1200,52.0128,68.6277,137297,21.5101,3.4277,3.1779,4.6639,NA,"Erotic"
"Female_014_v.jpg","Female",14,"v",5.65,3.95,7.05,5.3,1200,1600,157.1802,76.0052,187483,63.681,5.436,12.6621,7.242,NA,"Erotic"
"Female_015_v.jpg","Female",15,"v",6.4,4.05,7.3,5.55,1200,1600,159.0171,53.402,171124,65.2389,8.0169,14.7847,7.5418,NA,"Erotic"
"Female_016_h.jpg","Female",16,"h",5.85,3.5,6.65,4.5,1600,1200,117.3297,37.7359,198286,52.7456,33.7434,20.4305,7.2035,NA,"Erotic"
"Female_017_v.jpg","Female",17,"v",5.3,4.7,7.2,5.75,1200,1600,72.0917,71.3798,261977,30.0066,11.5136,10.9459,7.3457,NA,"Erotic"
"Female_018_h.jpg","Female",18,"h",5.4,4.1,7.45,6.5,1600,1200,179.898,38.1936,275330,73.3265,3.457,12.5327,6.9748,NA,"Erotic"
"Female_019_h.jpg","Female",19,"h",5.1,4.15,6.4,5,1600,1200,110.5595,36.3153,254048,48.6266,23.4717,33.9492,7.1507,NA,"Erotic"
"Female_020_v.jpg","Female",20,"v",4.9,4.2,7.35,6.2,1200,1600,121.2187,36.7955,173444,50.7307,4.4367,4.5166,7.0191,NA,"Erotic"
"Female_021_h.jpg","Female",21,"h",4.3,4.45,7.1,6.3,1600,1200,152.4576,59.7605,237825,62.5048,8.8278,10.335,7.3816,NA,"Erotic"
"Female_022_h.jpg","Female",22,"h",4.5,5.5,7.05,6.1,1200,1600,136.3236,63.7769,216160,56.5834,15.4662,4.3765,7.3921,NA,"Erotic"
"Female_023_h.jpg","Female",23,"h",5.85,4.55,6.85,5.4,1600,1200,52.3322,63.53,214797,20.4158,1.8632,7.0814,6.0347,NA,"Erotic"
"Female_024_v.jpg","Female",24,"v",6.1,3.95,6.85,5.4,1200,1600,47.3083,55.6639,165161,19.0471,4.39,1.2286,6.7429,NA,"Erotic"
"Female_025_h.jpg","Female",25,"h",5.5,3.65,6.85,5.35,1600,1200,181.7667,60.3781,216382,73.3617,5.3208,0.3346,7.5139,NA,"Erotic"
"Faces_142_h.jpg","Faces",142,"h",3.45,4,4.05,3.4,1600,1200,92.1992,67.4245,203208,39.6225,12.3238,21.7996,7.77,"Sad Woman","Non-erotic"
"Faces_146_h.jpg","Faces",146,"h",2.3,5.15,2.7,5.3,1600,1200,132.2535,65.5484,248436,55.5469,8.806,9.9947,7.8093,"Sick Man","Non-erotic"
"Faces_148_h.jpg","Faces",148,"h",2.05,5.45,3.9,4.2,1600,1200,92.189,73.0064,324004,38.1231,1.2307,11.9796,7.4661,"Homeless Men","Non-erotic"
"Faces_154_h.jpg","Faces",154,"h",4.25,3.6,4.2,3.05,1600,1200,101.301,73.5114,188824,42.383,10.3193,11.3091,7.6622,"Boy","Non-erotic"
"Faces_156_h.jpg","Faces",156,"h",3.4,4.75,4.55,4.55,1600,1200,110.9006,75.1682,174389,45.8293,4.3211,8.7271,7.8521,"Man","Non-erotic"
"Faces_158_h.jpg","Faces",158,"h",2.7,4.4,3.35,4.05,1600,1200,73.4563,57.899,157001,30.885,6.914,8.1017,7.4571,"Sad Man","Non-erotic"
"Faces_160_v.jpg","Faces",160,"v",3.8,3.45,4.8,2.95,1200,1600,107.1774,85.794,145663,43.744,7.3603,10.0906,7.5611,"Woman","Non-erotic"
"Faces_165_v.jpg","Faces",165,"v",3.05,4.75,3.55,3.65,1200,1600,123.7994,95.4015,247699,50.6075,8.2786,11.9731,7.1653,"Elderly Man","Non-erotic"
"Faces_166_h.jpg","Faces",166,"h",4.25,3.8,4.05,3.15,1600,1200,93.5185,50.9707,280572,39.0549,-2.8163,6.701,7.5621,"Sad Man","Non-erotic"
"Faces_171_v.jpg","Faces",171,"v",3.4,4.25,4.45,3.6,1200,1600,110.4168,69.1229,270425,45.3902,2.8581,5.7244,7.8234,"Elderly Man","Non-erotic"
"Faces_172_h.jpg","Faces",172,"h",1.3,7.45,2.35,5.8,1600,1200,112.9376,71.9549,268860,47.4483,11.205,11.133,7.8439,"Elderly Man","Non-erotic"
"Faces_181_v.jpg","Faces",181,"v",6.35,4,6.25,3.6,1200,1600,95.3838,77.0737,295845,38.8747,1.0449,7.3344,7.6767,"Elderly Woman","Non-erotic"
"Faces_184_h.jpg","Faces",184,"h",5.8,3.05,5.6,2.45,1600,1200,78.958,62.699,186474,33.5125,11.1965,23.2193,7.5512,"Woman","Non-erotic"
"Faces_195_v.jpg","Faces",195,"v",5.55,4,5.3,3.9,1200,1600,67.1466,69.4477,225988,27.3472,-1.0695,4.9984,7.0112,"Elderly Woman","Non-erotic"
"Faces_214_h.jpg","Faces",214,"h",6.05,3.8,5.7,3.75,1600,1200,103.832,61.4749,196998,43.0097,-1.2195,5.4271,7.7118,"Elderly Woman","Non-erotic"
"Faces_224_h.jpg","Faces",224,"h",5.65,3.35,5.45,3.05,1600,1200,85.4995,67.1068,201362,34.9862,-4.92,4.8973,7.5835,"Elderly Woman","Non-erotic"
"Faces_227_v.jpg","Faces",227,"v",6.3,3.2,6.05,3.45,1200,1600,102.9395,57.528,236259,45.6607,7.6045,13.4944,7.7244,"Woman Smiling","Non-erotic"
"Faces_234_h.jpg","Faces",234,"h",6.7,4.6,6.2,4,1600,1200,101.0152,67.2103,506847,41.9783,-3.0751,15.1934,7.8073,"Dancing People","Non-erotic"
"Faces_238_h.jpg","Faces",238,"h",6.65,4.05,6.7,3.75,1600,1200,141.035,83.4078,176917,57.8077,4.7253,17.5795,7.4813,"Man Smiling","Non-erotic"
"Faces_249_v.jpg","Faces",249,"v",6.3,3.15,6.6,3.3,1200,1600,111.4412,47.324,346974,46.717,-0.4153,4.8377,7.3872,"Buddhist Monk","Non-erotic"
"Faces_253_v.jpg","Faces",253,"v",5.9,3.45,5.1,3.05,1200,1600,119.1156,58.7246,332283,49.9097,0.8992,6.9532,7.666,"Woman Smiling","Non-erotic"
"Faces_269_v.jpg","Faces",269,"v",3.55,4.35,4.9,3.35,1200,1600,85.8344,70.1526,293199,35.0596,-0.0036,3.0336,7.6026,"Soldier","Non-erotic"
"Faces_271_h.jpg","Faces",271,"h",2.8,5.65,3.4,4.65,1600,1200,78.688,72.9845,191739,34.5847,14.6688,5.7996,7.4464,"Men With Guns","Non-erotic"
"Faces_277_h.jpg","Faces",277,"h",3.5,4.2,5.35,4.1,1600,1200,42.5402,55.5532,237239,18.3219,10.093,10.2545,6.5329,"Box Fighters","Non-erotic"
"Faces_284_h.jpg","Faces",284,"h",1.85,6.45,2.95,4.9,1600,1200,136.5133,46.7434,281125,56.3698,0.3768,-3.164,7.3834,"Crippled Man","Non-erotic"
"Faces_287_h.jpg","Faces",287,"h",3.6,4.8,4.1,5.15,1600,1200,130.1184,71.7254,344603,54.7889,-12.2446,23.7426,7.6952,"Football Player","Non-erotic"
"Faces_290_h.jpg","Faces",290,"h",1.75,6,3,4.85,1600,1200,115.3124,73.7163,343212,47.288,2.5298,3.2296,7.9051,"Homeless Man","Non-erotic"
"Faces_291_h.jpg","Faces",291,"h",2.35,5.05,3.15,5,1600,1200,70.2435,73.0663,224901,28.3136,1.1518,0.4766,7.3111,"Police Arresting Someone","Non-erotic"
"Faces_292_h.jpg","Faces",292,"h",5.05,4.2,4.9,3.5,1600,1200,98.788,54.1744,198667,42.125,6.5162,14.0894,7.4992,"Man","Non-erotic"
"Faces_294_h.jpg","Faces",294,"h",2.8,4.65,2.95,4.85,1600,1200,126.9672,74.5818,228384,51.7866,1.4369,5.0732,7.7732,"Wounded Man","Non-erotic"
"Faces_295_h.jpg","Faces",295,"h",5,3.85,6.3,4.05,1600,1200,50.9399,76.4796,172587,21.1912,3.4294,3.2778,4.477,"Judo Fighters","Non-erotic"
"Faces_298_h.jpg","Faces",298,"h",3.1,5.1,4.4,4.2,1600,1200,97.1514,60.3285,245422,41.2287,14.9362,13.7279,7.5471,"Fighter","Non-erotic"
"Faces_302_h.jpg","Faces",302,"h",2.55,5.85,3.15,5.05,1600,1200,121.3621,74.3848,351934,49.598,2.0064,5.8214,7.9078,"Homeless Man","Non-erotic"
"Faces_303_h.jpg","Faces",303,"h",2.4,5.15,2.7,4.6,1600,1200,109.8138,63.1765,300840,45.2647,0.8734,3.0586,7.8552,"Beggar Woman","Non-erotic"
"Faces_308_h.jpg","Faces",308,"h",5.85,3.6,5.15,2.95,1600,1200,64.4419,61.2499,198047,26.2756,0.6957,3.707,7.3771,"Men","Non-erotic"
"Faces_314_h.jpg","Faces",314,"h",5.75,2.9,5.25,3.3,1600,1200,146.4294,58.7845,255417,60.1728,-5.0633,-2.6592,7.6537,"Man Skateboarding","Non-erotic"
"Faces_316_h.jpg","Faces",316,"h",6.55,3.4,5.85,3.05,1600,1200,82.7602,68.7217,155383,34.0285,0.8209,6.9306,7.3705,"Man Jogging","Non-erotic"
"Faces_322_v.jpg","Faces",322,"v",6.15,3.9,6.5,4.25,1200,1600,101.5927,67.4722,266201,42.6807,4.5684,7.3025,7.7417,"Woman Smiling","Non-erotic"
"Faces_328_v.jpg","Faces",328,"v",5.5,3.35,4.85,2.7,1200,1600,86.5058,57.6711,171031,35.5883,-0.3112,-1.7416,7.3988,"Couple","Non-erotic"
"Faces_330_v.jpg","Faces",330,"v",6.9,4.25,6.35,4.45,1200,1600,71.5767,41.7458,325837,30.0082,-0.4702,0.9357,7.2395,"People Showering","Non-erotic"
"Faces_331_h.jpg","Faces",331,"h",6.4,3.85,5.4,2.55,1600,1200,151.316,77.4494,212738,61.1285,1.0943,1.8217,7.8022,"Men","Non-erotic"
"Faces_333_h.jpg","Faces",333,"h",6.55,3.7,5.85,3.3,1600,1200,112.7456,80.7655,139132,45.9985,-1.8283,8.5595,7.6654,"Woman Smiling","Non-erotic"
"Faces_335_h.jpg","Faces",335,"h",6.8,3.35,5.55,2.5,1600,1200,95.0537,76.9787,194229,38.8455,0.9408,3.6752,7.6725,"Couple","Non-erotic"
"Faces_345_h.jpg","Faces",345,"h",6.8,4.3,6,3.25,1600,1200,76.6961,64.5076,317017,31.8355,3.4343,7.0365,7.5723,"Men Smiling","Non-erotic"
"Faces_349_h.jpg","Faces",349,"h",6.7,3.45,5.65,2.75,1600,1200,74.8055,59.0963,215553,30.7027,0.697,0.5981,7.5596,"People Smiling","Non-erotic"
"Faces_351_h.jpg","Faces",351,"h",7.05,4.65,7.1,4.5,1600,1200,86.1214,73.7229,170646,35.4262,2.8311,6.4751,7.3716,"Elderly Women","Non-erotic"
"Faces_352_h.jpg","Faces",352,"h",7,4.8,6.7,4.15,1600,1200,93.921,55.2244,293080,39.6994,1.4487,1.8242,7.6593,"People In The Swimming Pool","Non-erotic"
"Faces_356_h.jpg","Faces",356,"h",7.15,4.1,6.9,3.95,1600,1200,75.399,68.5344,266368,31.3971,3.3878,11.9304,7.3498,"Couple Smiling","Non-erotic"
"Faces_362_v.jpg","Faces",362,"v",1.8,6.8,2.85,5.85,1200,1600,118.4143,46.0439,254335,52.4906,29.2234,26.8966,7.5069,"Mutilated Face","Non-erotic"
"Faces_370_h.jpg","Faces",370,"h",3.2,4.8,3.7,4.55,1600,1200,101.2194,59.1743,194355,42.1453,5.8416,8.7623,7.6637,"At Dentist","Non-erotic"
"People_001_h.jpg","People",1,"h",2.15,6.2,2.3,5.4,1600,1200,88.0104,66.8307,445040,36.1702,0.4828,4.4273,7.6065,"Sad Woman","Non-erotic"
"People_003_h.jpg","People",3,"h",1.85,6.6,2.35,5.85,1600,1200,72.7362,69.9454,257744,29.5685,-0.7085,0.4006,7.3276,"Car Crash","Non-erotic"
"People_007_h.jpg","People",7,"h",2.75,5.5,2.75,5.2,1600,1200,58.5941,61.3757,338902,24.7446,2.3221,7.9891,7.1365,"Car Crash","Non-erotic"
"People_011_h.jpg","People",11,"h",3.8,4.95,3.85,5.1,1600,1200,109.6095,71.2313,502304,44.9079,0.468,3.3325,7.8715,"Earthquake","Non-erotic"
"People_018_h.jpg","People",18,"h",4,4.6,4.8,4.2,1600,1200,63.0188,45.1965,375495,26.0515,-1.2298,2.154,7.0668,"Accident","Non-erotic"
"People_027_h.jpg","People",27,"h",5.65,3.7,5.5,2.85,1600,1200,145.1618,50.9398,695521,59.9925,7.8125,13.6237,7.6453,"Bedouin","Non-erotic"
"People_038_h.jpg","People",38,"h",1.15,8.1,1.85,6.9,1600,1200,124.2545,66.3283,379051,51.2733,-1.9829,13.5075,7.7399,"Assault","Non-erotic"
"People_056_h.jpg","People",56,"h",5.6,2.5,5.15,2.15,1600,1200,92.0716,68.5276,159859,37.8293,-0.427,2.1235,7.7565,"Man","Non-erotic"
"People_070_v.jpg","People",70,"v",2.45,5.85,3.6,4.8,1200,1600,37.7929,59.9293,106684,15.3856,1.7443,5.9052,5.6563,"Gun","Non-erotic"
"People_071_h.jpg","People",71,"h",2.5,4.5,4.2,3.3,1600,1200,126.7544,87.9224,311671,51.2217,0.9452,8.7808,7.6337,"Man With Gun","Non-erotic"
"People_074_v.jpg","People",74,"v",3.3,4.5,4.7,4,1200,1600,94.6472,69.5125,284256,38.696,-0.2963,2.8389,7.7958,"Soldier","Non-erotic"
"People_086_h.jpg","People",86,"h",2.35,5.35,3.95,4.95,1600,1200,90.7696,63.7329,266223,37.33,-1.3879,1.6573,7.7655,"Soldier","Non-erotic"
"People_094_h.jpg","People",94,"h",3.2,4.35,3,4.9,1600,1200,122.4819,69.5282,271508,50.0968,-0.4005,3.613,7.7812,"Garbage","Non-erotic"
"People_116_h.jpg","People",116,"h",7.6,5.15,6.55,3.95,1600,1200,87.9649,75.2758,324300,36.0174,-0.8448,-1.976,7.6169,"Beach","Non-erotic"
"People_127_h.jpg","People",127,"h",1.5,6.6,2.25,6.1,1600,1200,81.4321,74.3507,359803,33.074,-1.9016,6.3935,7.5695,"Assault","Non-erotic"
"People_128_h.jpg","People",128,"h",2.05,6.55,2,6.55,1600,1200,82.237,68.6557,179443,34.4912,7.4712,12.4991,7.5466,"Wounded Child","Non-erotic"
"People_131_h.jpg","People",131,"h",4,4.75,4.25,4.4,1600,1200,104.1007,58.2435,345693,43.1221,-1.9178,2.1431,7.7422,"Man And Dog","Non-erotic"
"People_132_h.jpg","People",132,"h",4.5,2.85,4.9,3.5,1600,1200,112.4219,57.9992,211838,46.8945,-2.9026,11.8506,7.5629,"Football Players","Non-erotic"
"People_134_h.jpg","People",134,"h",3.45,3.95,3.5,4.85,1600,1200,166.2915,61.5053,406276,67.4725,0.0429,2.3209,7.7341,"Flood","Non-erotic"
"People_135_h.jpg","People",135,"h",4.05,3.7,3.7,3.2,1600,1200,113.3674,57.9693,223458,46.858,-3.0756,-0.8676,7.1887,"Wound","Non-erotic"
"People_136_h.jpg","People",136,"h",2.65,4.7,3.3,4.75,1600,1200,128.8877,78.7918,359012,52.2952,-0.9274,4.3559,7.8475,"Drunk","Non-erotic"
"People_137_h.jpg","People",137,"h",3.4,4.25,4.45,3.45,1600,1200,137.0986,68.6708,185777,56.127,3.0778,8.8665,7.8062,"Tattooed Man","Non-erotic"
"People_138_h.jpg","People",138,"h",5.4,4.4,5.7,3.65,1600,1200,148.9368,83.7529,242224,59.7594,-0.261,0.3138,7.5385,"Elderly Man","Non-erotic"
"People_140_h.jpg","People",140,"h",1.8,6.35,2.3,6.25,1600,1200,100.4894,52.9279,325358,42.2506,2.7542,-0.5809,7.5606,"Wounded People","Non-erotic"
"People_146_h.jpg","People",146,"h",5.2,3,4.65,2.35,1600,1200,118.222,56.7789,343985,49.0548,-1.4558,4.264,7.6988,"Garbage Collectors","Non-erotic"
"People_149_h.jpg","People",149,"h",4.95,3.7,4.9,3,1600,1200,99.3459,62.4105,459683,41.1429,3.112,7.4648,7.7836,"Man And Dog","Non-erotic"
"People_153_h.jpg","People",153,"h",6.75,3.8,6,3.5,1600,1200,142.7162,64.3788,531637,58.8814,4.2981,4.1756,7.8442,"Man And Dog","Non-erotic"
"People_154_h.jpg","People",154,"h",6.8,3.85,5.95,3.7,1600,1200,164.7767,72.9342,261295,66.5251,-3.5005,1.0412,7.3813,"Friends","Non-erotic"
"People_157_h.jpg","People",157,"h",5.35,3.15,5.25,3.05,1600,1200,93.466,67.7615,400343,39.5283,4.2241,5.451,7.7856,"Elderly Woman","Non-erotic"
"People_158_h.jpg","People",158,"h",5.6,3.05,4.95,3.75,1600,1200,147.9818,79.9896,513816,59.7469,2.1585,2.7033,7.7977,"Woman And Pigeons","Non-erotic"
"People_163_v.jpg","People",163,"v",6.75,3.95,5.8,2.85,1200,1600,118.8022,71.4894,205924,48.4754,-1.4939,3.5854,7.5962,"Elderly Man","Non-erotic"
"People_169_h.jpg","People",169,"h",7.85,5.4,6.6,4.15,1600,1200,135.8424,81.4202,466618,54.9775,0.3259,3.9071,7.7471,"Elderly Couple","Non-erotic"
"People_172_v.jpg","People",172,"v",7.7,5.15,7.15,4.35,1200,1600,119.0166,56.3597,359216,49.9957,-8.8494,0.6884,7.6186,"Man Swinging","Non-erotic"
"People_175_h.jpg","People",175,"h",6.3,4.15,5.8,3.4,1600,1200,130.5759,66.1489,329743,53.741,0.5126,6.4646,7.7144,"Skaters","Non-erotic"
"People_176_h.jpg","People",176,"h",7.45,4.7,7.1,4.4,1600,1200,184.798,69.2438,271588,74.0151,0.256,0.081,6.6467,"Father And Child","Non-erotic"
"People_178_h.jpg","People",178,"h",7.05,3.85,6.1,3.75,1600,1200,158.0526,44.0484,372716,64.77,-6.903,4.0395,6.5288,"Roller Skater","Non-erotic"
"People_179_h.jpg","People",179,"h",7.3,3.95,6.25,3.65,1600,1200,64.799,54.4883,476534,26.7649,3.6349,-10.0557,7.0878,"Kayakers","Non-erotic"
"People_185_h.jpg","People",185,"h",7.65,4.9,6.1,3.35,1600,1200,165.6357,43.5933,403125,73.2195,-24.3481,-23.5845,7.2103,"Swimming Pool","Non-erotic"
"People_187_h.jpg","People",187,"h",7.35,4.75,6.9,4.55,1600,1200,118.9785,72.6593,445830,48.6317,-1.5361,3.8181,7.9149,"Woman Jumping","Non-erotic"
"People_190_h.jpg","People",190,"h",7.65,5.05,7.6,5,1600,1200,98.4291,55.7373,385125,43.0061,-0.7026,-13.3812,7.6983,"Diver","Non-erotic"
"People_194_h.jpg","People",194,"h",5.9,3.7,5.45,3,1600,1200,132.0098,73.3123,256329,53.8402,2.9239,3.8946,7.9215,"Rickshaw","Non-erotic"
"People_199_v.jpg","People",199,"v",2.35,7.4,3,5.8,1200,1600,73.0985,37.3198,154582,32.2745,-14.9212,3.2184,7.0055,"Surgery","Non-erotic"
"People_201_v.jpg","People",201,"v",1.5,6.7,2.2,5.95,1200,1600,35.9323,51.4372,305631,14.2775,-0.0881,6.4803,6.3224,"Accident","Non-erotic"
"People_205_v.jpg","People",205,"v",1.85,6.8,2.45,5.9,1200,1600,119.223,63.5006,314956,48.9159,0.2201,3.548,7.703,"Drowned Man","Non-erotic"
"People_210_h.jpg","People",210,"h",3.35,3.6,3.4,4.3,1600,1200,157.7159,48.4338,146964,64.5538,-1.5209,5.776,7.3448,"Plaster","Non-erotic"
"People_214_h.jpg","People",214,"h",2.9,5.05,4.25,4.55,1600,1200,93.7618,62.2133,479220,38.7566,2.6007,9.6434,7.7676,"Skeletons","Non-erotic"
"People_225_h.jpg","People",225,"h",2.05,6.45,2.5,5.25,1600,1200,119.8653,62.7225,540760,49.5019,2.155,10.2987,7.7288,"Dead Body","Non-erotic"
"People_236_v.jpg","People",236,"v",3.85,4.3,4.25,4.3,1200,1600,90.8105,55.38,269365,38.1989,-1.5099,2.2215,7.6834,"Skeletons","Non-erotic"
"People_244_v.jpg","People",244,"v",3,5.2,3.35,5,1200,1600,104.4755,39.6737,133091,44.026,3.4507,-0.8991,7.0123,"Dentist","Non-erotic"
"People_246_h.jpg","People",246,"h",1.3,7.7,2.45,5.2,1600,1200,149.7019,58.1514,416317,61.4213,6.8716,10.4164,7.7145,"Black Eye","Non-erotic"
